NAME,BOARD,TYPE,NAME_AB,ADDRESS_AB,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,PROVINCIAL_CODE_NUM,ECS,ELEM,JUNIOR_H,SENIOR_H,PROCESS_DT,POSTAL_COD,STRUCTURE_ID,longitude,latitude,location
Louis Riel,The Calgary School Division,Public School,Louis Riel School,9632 Oakfield Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9625,N,Y,Y,N,2021/02/28,T2V0L1,1382892,-114.13225791942196,50.96673112642772,"(50.96673112642772, -114.13225791942196)"
Apostles of Jesus,The Calgary Roman Catholic Separate School Division,Separate School,Apostles of Jesus,15 Skyview Ranch Street NE,Calgary,AB,Elementary/Junior High,N,Provincial Data,2155,N,Y,Y,N,2021/02/28,T3N1H6,2382713,-113.95651306852255,51.15841731143543,"(51.15841731143543, -113.95651306852255)"
William Reid,The Calgary School Division,Public School,William Reid School,1216 - 36 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9142,N,Y,N,N,2021/02/28,T2T2E9,1382204,-114.09034281185752,51.02217450136028,"(51.02217450136028, -114.09034281185752)"
Ecole St. Pius X,The Calgary Roman Catholic Separate School Division,Separate School,Ecole St. Pius X School,2312 - 18 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,8524,N,Y,N,N,2021/02/28,T2M3T5,1383009,-114.10340626317118,51.072972533433195,"(51.072972533433195, -114.10340626317118)"
St. John Henry Newman,The Calgary Roman Catholic Separate School Division,Separate School,St. John Henry Newman School,16201 McKenzie Lake Boulevard S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8731,N,Y,Y,N,2021/02/28,T2Z2G7,1370398,-113.98885844209255,50.90733934148648,"(50.90733934148648, -113.98885844209255)"
"Almadina Language Charter Academy, Ogden Campus",Almadina School Society,Charter,"Almadina Language Charter Academy, Ogden Campus","118, 3132-26 St NE",Calgary,AB,Elementary/Junior High,N,Provincial Data,1725,N,Y,Y,N,2021/02/28,T2C0G8,1382903,-114.01212291757233,50.984496584508484,"(50.984496584508484, -114.01212291757233)"
CLS James Fowler Writing Centre,The Calgary School Division,Public School,CLS James Fowler Writing Centre,4004 4 St NE,Calgary,AB,Unknown,N,Provincial Data,2246,N,N,N,N,2021/02/28,T2K1A1,1383037,-114.07051630306398,51.08653214680896,"(51.08653214680896, -114.07051630306398)"
Manmeet Singh Bhullar,The Calgary School Division,Public School,Manmeet Singh Bhullar School,1027 Martindale Blvd. NE,Calgary,AB,Elementary,N,Provincial Data,2145,N,Y,N,N,2021/02/28,T3J4Z1,2393006,-113.95942254994074,51.12330682184331,"(51.12330682184331, -113.95942254994074)"
Our Lady of Grace,The Calgary Roman Catholic Separate School Division,Separate School,Our Lady of Grace School,736 Evanston Drive,Calgary,AB,Elementary/Junior High,N,Provincial Data,2083,N,Y,Y,N,2021/02/28,T3P0N7,2357507,-114.12048660255113,51.179339437701934,"(51.179339437701934, -114.12048660255113)"
Bow Valley College,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2021/02/28,T2G4S6,1352704,-114.0561994182128,51.04769511419567,"(51.04769511419567, -114.0561994182128)"
Niitsitapi Learning Centre,The Calgary School Division,Public School,Niitsitapi Learning Centre,3743 Dover Ridge Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,2123,N,Y,N,N,2021/02/28,T2B2E1,1382921,-113.97933712379474,51.02058871132544,"(51.02058871132544, -113.97933712379474)"
Samuel W. Shaw,The Calgary School Division,Public School,Samuel W. Shaw School,115 Shannon Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,1451,N,Y,Y,N,2021/02/28,T2Y0K6,1587356,-114.08737559285785,50.90813212324954,"(50.90813212324954, -114.08737559285785)"
Collingwood,The Calgary School Division,Public School,Collingwood School,3826 Collingwood Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9212,N,Y,N,N,2021/02/28,T2L0R6,1382295,-114.10325751411635,51.08578192419336,"(51.08578192419336, -114.10325751411635)"
Glenmore Christian Academy Junior High,GCA Educational Society,Private School,Glenmore Christian Academy Junior High,16520-24 Street SW,Calgary,AB,Elementary/Junior High,N,Provincial Data,1956,N,Y,Y,N,2021/02/28,T2Y4W2,1590356,-114.1152537080784,50.903979506197274,"(50.903979506197274, -114.1152537080784)"
Sherwood,The Calgary School Division,Public School,Sherwood School,2011 - 66 Avenue S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9632,N,Y,Y,N,2021/02/28,T2C1J4,1382196,-114.01147842270753,50.99369667860713,"(50.99369667860713, -114.01147842270753)"
Mountain View Academy,Mountain View Academy Society,Private School,Mountain View Academy,3915 34 Street NE,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,308,N,Y,Y,Y,2021/02/28,T1Y6Z8,1374881,-113.98610394866746,51.08843780136255,"(51.08843780136255, -113.98610394866746)"
Elboya,The Calgary School Division,Public School,Elboya School,4804 - 6 Street S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9627,N,Y,Y,N,2021/02/28,T2S2N3,1376697,-114.0782137031807,51.0108833841301,"(51.0108833841301, -114.0782137031807)"
Western Canada High,The Calgary School Division,Public School,Western Canada High School,641 - 17 Avenue S.W.,Calgary,AB,Senior High,N,Provincial Data,9816,N,N,N,Y,2021/02/28,T2S0B5,1382531,-114.07754756915828,51.036994753559966,"(51.036994753559966, -114.07754756915828)"
Marion Carson,The Calgary School Division,Public School,Marion Carson School,5225 Varsity Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9241,N,Y,N,N,2021/02/28,T3A1A7,1382939,-114.16140627211097,51.092916584148945,"(51.092916584148945, -114.16140627211097)"
Glendale,The Calgary School Division,Public School,Glendale School,2415 Kelwood Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9143,N,Y,N,N,2021/02/28,T3E3Z8,1382522,-114.14557999709048,51.03246723051752,"(51.03246723051752, -114.14557999709048)"
Ranchlands,The Calgary School Division,Public School,Ranchlands School,610 Ranchlands Boulevard N.W.,Calgary,AB,Elementary,N,Provincial Data,9374,N,Y,N,N,2021/02/28,T3G2C5,1537651,-114.17920972929103,51.11870483095547,"(51.11870483095547, -114.17920972929103)"
Sunalta,The Calgary School Division,Public School,Sunalta School,536 Sonora Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9368,N,Y,N,N,2021/02/28,T3C2J9,1382600,-114.11089765413911,51.0413434048884,"(51.0413434048884, -114.11089765413911)"
Varsity Acres,The Calgary School Division,Public School,Varsity Acres School,4255 40 Street NW,Calgary,AB,Elementary,N,Provincial Data,9238,N,Y,N,N,2021/02/28,T3A0H7,1383570,-114.14821824727312,51.09101439261288,"(51.09101439261288, -114.14821824727312)"
Ecole de la Rose Sauvage,The Southern Francophone Education Region,Francophone,Ecole de la Rose Sauvage,2512 - 4 Street N.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9228,N,N,Y,Y,2021/02/28,T2M2Z9,1383015,-114.07030340753766,51.074844648813006,"(51.074844648813006, -114.07030340753766)"
Bearspaw Christian School & College,Bearspaw Christian School Society,Private School,Bearspaw Christian School & College,15001 - 69 Street NW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9927,N,Y,Y,Y,2021/02/28,T3R1C5,1369136,-114.18951597666997,51.18697361629044,"(51.18697361629044, -114.18951597666997)"
Lester B. Pearson High,The Calgary School Division,Public School,Lester B. Pearson High School,3020 - 52 Street N.E.,Calgary,AB,Senior High,N,Provincial Data,9865,N,N,N,Y,2021/02/28,T1Y5P4,1382280,-113.95639757416347,51.076949920555364,"(51.076949920555364, -113.95639757416347)"
Nelson Mandela High,The Calgary School Division,Public School,Nelson Mandela High School,45 Saddletowne Circle NE,Calgary,AB,Senior High,N,Provincial Data,1989,N,N,N,Y,2021/02/28,T3J4W3,2326426,-113.94884571068388,51.12198056503717,"(51.12198056503717, -113.94884571068388)"
Altadore,The Calgary School Division,Public School,Altadore School,4506 - 16 Street S.W.,Calgary,AB,Elementary,N,Provincial Data,9109,N,Y,N,N,2021/02/28,T2T4H9,1382211,-114.09973324841206,51.014002662591665,"(51.014002662591665, -114.09973324841206)"
St. Thomas Aquinas,The Calgary Roman Catholic Separate School Division,Separate School,St. Thomas Aquinas School,4540 - 26 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,8527,N,Y,N,N,2021/02/28,T3E0R1,1382518,-114.1518543511971,51.03097219077775,"(51.03097219077775, -114.1518543511971)"
Sibylla Kiddle,The Calgary School Division,Public School,Sibylla Kiddle School,126 Cranford Drive SE,Calgary,AB,Unknown,N,Provincial Data,2281,N,N,N,N,2021/02/28,,2523238,-113.97080229585185,50.87786253882289,"(50.87786253882289, -113.97080229585185)"
Dr. Gladys McKelvie Egbert,The Calgary School Division,Public School,Dr. Gladys McKelvie Egbert,6033 Madigan Dr. NE,Calgary,AB,Elementary/Junior High,N,Provincial Data,9350,N,Y,Y,N,2021/02/28,T2A5G9,1381143,-113.94152909003293,51.05889221373373,"(51.05889221373373, -113.94152909003293)"
North Haven,The Calgary School Division,Public School,North Haven School,4922 North Haven Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9225,N,Y,N,N,2021/02/28,T2K2K2,1383138,-114.08661278743479,51.09750907704134,"(51.09750907704134, -114.08661278743479)"
Dr. Freda Miller,The Calgary School Division,Public School,Dr. Freda Miller School,2511 Fish Creek Blvd,Calgary,AB,Unknown,N,Provincial Data,2280,N,N,N,N,2021/02/28,T2Y0E8,2596714,-114.11601857785382,50.920850446211496,"(50.920850446211496, -114.11601857785382)"
St. Maria Goretti Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Maria Goretti Elementary School,375 Hawkstone Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,8556,N,Y,N,N,2021/02/28,T3G3T7,1413751,-114.17775072940658,51.13452422241288,"(51.13452422241288, -114.17775072940658)"
St. Philip,The Calgary Roman Catholic Separate School Division,Separate School,St. Philip School,13825 Parkside Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,8724,N,Y,N,N,2021/02/28,T2J5A8,1541836,-114.03827458672424,50.92788261580273,"(50.92788261580273, -114.03827458672424)"
Keeler,The Calgary School Division,Public School,Keeler School,4807 Forego Avenue S.E.,Calgary,AB,Elementary,N,Provincial Data,9318,N,Y,N,N,2021/02/28,T2A2C4,1382138,-113.96481312102036,51.04925682287008,"(51.04925682287008, -113.96481312102036)"
John G Diefenbaker High,The Calgary School Division,Public School,John G Diefenbaker High School,6620 - 4 Street N.W.,Calgary,AB,Senior High,N,Provincial Data,9860,N,N,N,Y,2021/02/28,T2K1C2,1383511,-114.07013116580133,51.112797441016106,"(51.112797441016106, -114.07013116580133)"
Glenmeadows,The Calgary School Division,Public School,Glenmeadows School,4931 Grove Hill Road S.W.,Calgary,AB,Elementary,N,Provincial Data,9123,N,Y,N,N,2021/02/28,T3E4G4,1379112,-114.15892905753779,51.034861798599835,"(51.034861798599835, -114.15892905753779)"
Discovering Choices 2,The Calgary School Division,Public School,Discovering Choices 2,#92 116 3800 Memorial Dr NE,Calgary,AB,Senior High,N,Provincial Data,1161,N,N,N,Y,2021/02/28,T2A2K2,1374532,-113.9784098464004,51.055338754642,"(51.055338754642, -113.9784098464004)"
Canyon Meadows,The Calgary School Division,Public School,Canyon Meadows School,395 Canterbury Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9355,N,Y,N,N,2021/02/28,T2W1J1,1382575,-114.078091154179,50.947410359630354,"(50.947410359630354, -114.078091154179)"
St. Clare,The Calgary Roman Catholic Separate School Division,Separate School,St. Clare,"12455 Coventry Hills Way, N.E.",Calgary,AB,Elementary,N,Provincial Data,1118,N,Y,N,N,2021/02/28,T3K5Z4,1383528,-114.04539562092779,51.16474252576233,"(51.16474252576233, -114.04539562092779)"
Capitol Hill,The Calgary School Division,Public School,Capitol Hill School,2210 - 18 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9209,N,Y,N,N,2021/02/28,T2M3T4,1383006,-114.10391753803674,51.0720766329197,"(51.0720766329197, -114.10391753803674)"
Richmond,The Calgary School Division,Public School,Richmond School,2701 - 22 Street S.W. c/o Richmond Elementary Schoo,Calgary,AB,Elementary,N,Provincial Data,9100,N,Y,N,N,2021/02/28,T2T5G5,1000945,-114.11503864070598,51.03013270988322,"(51.03013270988322, -114.11503864070598)"
Captain John Palliser,The Calgary School Division,Public School,Captain John Palliser School,1484 Northmount Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9210,N,Y,N,N,2021/02/28,T2L0G6,1000998,-114.13601610820098,51.09636485434405,"(51.09636485434405, -114.13601610820098)"
Bishop Pinkham,The Calgary School Division,Public School,Bishop Pinkham School,3304 - 63 Avenue S.W.,Calgary,AB,Junior High,N,Provincial Data,9645,N,N,Y,N,2021/02/28,T3E5K1,1382910,-114.13069924396372,50.997262984147994,"(50.997262984147994, -114.13069924396372)"
Coventry Hills,The Calgary School Division,Public School,Coventry Hills School,12350 Coventry Hills Way NE,Calgary,AB,Elementary,N,Provincial Data,1038,N,Y,N,N,2021/02/28,T3K5S9,1383529,-114.0514136639579,51.16518040401562,"(51.16518040401562, -114.0514136639579)"
Father Lacombe,The Calgary Roman Catholic Separate School Division,Separate School,Father Lacombe School,3615 Radcliffe Drive S.E.,Calgary,AB,Senior High,N,Provincial Data,8903,N,N,N,Y,2021/02/28,T2A6B4,1559297,-113.98324473162776,51.04738091995836,"(51.04738091995836, -113.98324473162776)"
University of Calgary - Downtown Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2021/02/28,T2P1H9,1417012,-114.08212752491288,51.04636129977132,"(51.04636129977132, -114.08212752491288)"
McKenzie Highlands,The Calgary School Division,Public School,McKenzie Highlands School,25 McKenzie Towne Dr. SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,2055,N,Y,Y,N,2021/02/28,T2Z4B7,2365707,-113.97007322043322,50.910993656345894,"(50.910993656345894, -113.97007322043322)"
Rundle College Junior High,Rundle College Society,Private School,Rundle College Junior High School,7375 - 17 Avenue SW,Calgary,AB,Junior High,N,Provincial Data,5002,N,N,Y,N,2021/02/28,T3H3W5,1382816,-114.19392208231754,51.036894107397956,"(51.036894107397956, -114.19392208231754)"
Bowness High,The Calgary School Division,Public School,Bowness High School,4627 - 77 Street N.W.,Calgary,AB,Senior High,N,Provincial Data,9847,N,N,N,Y,2021/02/28,T3B2N6,1382936,-114.20025100350331,51.093175259870236,"(51.093175259870236, -114.20025100350331)"
Thomas B Riley,The Calgary School Division,Public School,Thomas B Riley School,3915 - 69 Street N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9611,N,Y,Y,N,2021/02/28,T3B2J9,1383121,-114.18905159556309,51.087529168398795,"(51.087529168398795, -114.18905159556309)"
Riverbend,The Calgary School Division,Public School,Riverbend School,65 Rivervalley Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,9386,N,Y,N,N,2021/02/28,T2C3Z7,1382597,-114.01850205309456,50.9721562403216,"(50.9721562403216, -114.01850205309456)"
Roland Michener,The Calgary School Division,Public School,Roland Michener School,5958 - 4 Avenue N.E.,Calgary,AB,Elementary,N,Provincial Data,9250,N,Y,N,N,2021/02/28,T2A4B1,1381381,-113.9473996997224,51.05701938727849,"(51.05701938727849, -113.9473996997224)"
St. Jude,The Calgary Roman Catholic Separate School Division,Separate School,St. Jude School,730 Woodbine Boulevard S.W.,Calgary,AB,Elementary,N,Provincial Data,8546,N,Y,N,N,2021/02/28,T2W4W4,1382571,-114.13343743178538,50.94295223776885,"(50.94295223776885, -114.13343743178538)"
St. Boniface Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Boniface Elementary School,927 Lake Sylvan Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,8532,N,Y,N,N,2021/02/28,T2J2P8,1382586,-114.04234128576839,50.94306370755293,"(50.94306370755293, -114.04234128576839)"
Notre Dame High,The Calgary Roman Catholic Separate School Division,Separate School,Notre Dame High School,11900 Country Village Link NE,Calgary,AB,Senior High,N,Provincial Data,1275,N,N,N,Y,2021/02/28,T3K6E4,1383527,-114.06583403972905,51.157659409280406,"(51.157659409280406, -114.06583403972905)"
Lycee Louis Pasteur,Lycee Louis Pasteur Society,Private School,Lycee Louis Pasteur,4099 Garrison Blvd. S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9919,N,Y,Y,Y,2021/02/28,T2T6G2,1001606,-114.11448312772814,51.01764277053325,"(51.01764277053325, -114.11448312772814)"
Rosemont,The Calgary School Division,Public School,Rosemont School,19 Rosevale Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9231,N,Y,N,N,2021/02/28,T2K1N6,1000924,-114.0923733016467,51.077871214649115,"(51.077871214649115, -114.0923733016467)"
Marshall Springs,The Calgary School Division,Public School,Marshall Springs School,1100 Everridge Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,2069,N,Y,Y,N,2021/02/28,T2Y4X5,2370193,-114.11230037386002,50.91144483804469,"(50.91144483804469, -114.11230037386002)"
Mount Royal,The Calgary School Division,Public School,Mount Royal School,2234 - 14 Street S.W.,Calgary,AB,Junior High,N,Provincial Data,9639,N,N,Y,N,2021/02/28,T2T3T3,1382526,-114.09391017234952,51.03472234343416,"(51.03472234343416, -114.09391017234952)"
Peter Lougheed,The Calgary School Division,Public School,Peter Lougheed School,148 Saddletree Close NE,Calgary,AB,Elementary/Junior High,N,Provincial Data,2068,N,Y,Y,N,2021/02/28,T3J5J1,2357896,-113.9556832273144,51.13066963155768,"(51.13066963155768, -113.9556832273144)"
King George,The Calgary School Division,Public School,King George School,2108 - 10 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9608,N,Y,N,N,2021/02/28,T2M3M4,1381140,-114.08405552840081,51.07089706824776,"(51.07089706824776, -114.08405552840081)"
Southwest Elementary Campus,Foundations for the Future Charter Academy Charter School Society,Charter,Southwest Elementary Campus,898 Sylvester Cres. SW,Calgary,AB,Elementary,N,Provincial Data,1352,N,Y,N,N,2021/02/28,T2W0R7,1382887,-114.0825466024522,50.95898072431419,"(50.95898072431419, -114.0825466024522)"
Jennie Elliott,The Calgary School Division,Public School,Jennie Elliott School,3031 Lindsay Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9103,N,Y,N,N,2021/02/28,T3E6A9,1382197,-114.12722864308043,50.996129562407425,"(50.996129562407425, -114.12722864308043)"
Renfrew Thomas W. Buchanan Centre,Renfrew Educational Services Society,Private School,Renfrew Thomas W. Buchanan Centre,2050 - 21 Street N.E.,Calgary,AB,Elementary,N,Provincial Data,250,N,Y,N,N,2021/02/28,T2X3V4,1370835,-114.05600565954606,50.901943699866905,"(50.901943699866905, -114.05600565954606)"
St. Bernadette,The Calgary Roman Catholic Separate School Division,Separate School,St. Bernadette School,55 Lynndale Crescent S.E.,Calgary,AB,Elementary,N,Provincial Data,8709,N,Y,N,N,2021/02/28,T2C0T8,1541842,-114.00919782029995,50.990390881488004,"(50.990390881488004, -114.00919782029995)"
Fairview,The Calgary School Division,Public School,Fairview School,7840 Fairmount Drive S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9633,N,Y,Y,N,2021/02/28,T2H0Y1,1382900,-114.05945001776159,50.983985560089515,"(50.983985560089515, -114.05945001776159)"
Le Roi Daniels,The Calgary School Division,Public School,Le Roi Daniels School,47 Fyffe Road S.E.,Calgary,AB,Elementary,N,Provincial Data,9320,N,Y,N,N,2021/02/28,T2H1B9,1382901,-114.05795555640731,50.983858361503565,"(50.983858361503565, -114.05795555640731)"
Woodlands,The Calgary School Division,Public School,Woodlands School,88 Woodgreen Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9371,N,Y,N,N,2021/02/28,T2W4W9,1382584,-114.10696961770047,50.93893519258322,"(50.93893519258322, -114.10696961770047)"
Rundle College Senior High,Rundle College Society,Private School,Rundle College Senior High School,7375 - 17 Avenue SW,Calgary,AB,Senior High,N,Provincial Data,9952,N,N,N,Y,2021/02/28,T3H3W5,1382816,-114.19392208231754,51.036894107397956,"(51.036894107397956, -114.19392208231754)"
St. Monica,The Calgary Roman Catholic Separate School Division,Separate School,St. Monica School,235 - 18 Avenue S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8530,N,Y,Y,N,2021/02/28,T2S0C2,1382532,-114.06781436403641,51.036769787972446,"(51.036769787972446, -114.06781436403641)"
Mount Royal University - Holy Cross Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2021/02/28,T2S3C3,1557837,-114.06708119390154,51.032433490966454,"(51.032433490966454, -114.06708119390154)"
Valley Creek,The Calgary School Division,Public School,Valley Creek School,10951 Hidden Valley Dr NW,Calgary,AB,Elementary/Junior High,N,Provincial Data,1098,N,Y,Y,N,2021/02/28,T3A6J2,1524240,-114.11667287049605,51.15023383387541,"(51.15023383387541, -114.11667287049605)"
James Fowler High,The Calgary School Division,Public School,James Fowler High School,4004 - 4 Street N.W.,Calgary,AB,Senior High,N,Provincial Data,9825,N,N,N,Y,2021/02/28,T2K1A1,1383037,-114.07051630306398,51.08653214680896,"(51.08653214680896, -114.07051630306398)"
Christ the King Catholic,The Calgary Roman Catholic Separate School Division,Separate School,Christ the King Catholic School,333 Cranston Way SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1484,N,Y,Y,N,2021/02/28,T3M1K6,1382185,-113.97597027648685,50.887836920058064,"(50.887836920058064, -113.97597027648685)"
Our Lady of Peace Elementary Junior High,The Calgary Roman Catholic Separate School Division,Separate School,Our Lady of Peace Elementary Junior High School,14826 Millrise Hill S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8732,N,Y,Y,N,2021/02/28,T2Y2B4,1382578,-114.08771017487246,50.91848505964268,"(50.91848505964268, -114.08771017487246)"
William D. Pratt,The Calgary School Division,Public School,William D. Pratt School,9850 Royal Oak Drive Nw,Calgary,AB,Elementary/Junior High,N,Provincial Data,2067,N,Y,Y,N,2021/02/28,T3G0A4,2357882,-114.22409259134834,51.14936065327492,"(51.14936065327492, -114.22409259134834)"
Sir Wilfrid Laurier,The Calgary School Division,Public School,Sir Wilfrid Laurier School,819 - 32 Street S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9648,N,Y,Y,N,2021/02/28,T2A0Y9,1382134,-113.98930608729215,51.045734772451205,"(51.045734772451205, -113.98930608729215)"
Alternative High,The Calgary School Division,Public School,Alternative High School,5003 - 20 Street S.W.,Calgary,AB,Senior High,N,Provincial Data,9863,N,N,N,Y,2021/02/28,T2T5A5,1382202,-114.10995997464397,51.00965945971756,"(51.00965945971756, -114.10995997464397)"
Elbow Park,The Calgary School Division,Public School,Elbow Park School,721 - 38 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9119,N,Y,N,N,2021/02/28,T2T2H8,1382920,-114.0821970414466,51.01957747339584,"(51.01957747339584, -114.0821970414466)"
Dalhousie,The Calgary School Division,Public School,Dalhousie School,4440 Dallyn Street NW,Calgary,AB,Elementary,N,Provincial Data,9240,N,Y,N,N,2021/02/28,T3A1K3,1384096,-114.1513784650062,51.10652693420392,"(51.10652693420392, -114.1513784650062)"
Janet Johnstone,The Calgary School Division,Public School,Janet Johnstone School,224 Shawnessy Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9270,N,Y,N,N,2021/02/28,T2Y1M1,1382576,-114.08008600922928,50.90936931399449,"(50.90936931399449, -114.08008600922928)"
Captain Nichola Goddard,The Calgary School Division,Public School,Captain Nichola Goddard School,405 Panatella Blvd NW,Calgary,AB,Elementary/Junior High,N,Provincial Data,1676,N,Y,Y,N,2021/02/28,T3K0P3,1546748,-114.08867875638369,51.162450928603484,"(51.162450928603484, -114.08867875638369)"
Terry Fox,The Calgary School Division,Public School,Terry Fox School,139 Falshire Drive N.E.,Calgary,AB,Junior High,N,Provincial Data,9689,N,N,Y,N,2021/02/28,T3J1P7,1383228,-113.94510398940886,51.10465691103333,"(51.10465691103333, -113.94510398940886)"
St. Damien,The Calgary Roman Catholic Separate School Division,Separate School,St. Damien School,3619 - 28 Street S.E.,Calgary,AB,Elementary,N,Provincial Data,8550,N,Y,N,N,2021/02/28,T2B2J1,1382602,-113.99222806283835,51.02192021628255,"(51.02192021628255, -113.99222806283835)"
Saddle Ridge,The Calgary School Division,Public School,Saddle Ridge School,368 Saddlecrest Blvd N.E.,Calgary,AB,Elementary,N,Provincial Data,1520,N,Y,N,N,2021/02/28,T3J5L6,1369491,-113.93687964231422,51.136882575151375,"(51.136882575151375, -113.93687964231422)"
Project Trust,The Calgary School Division,Public School,Project Trust,"#206, 315 10 avenue  S.E.",Calgary,AB,Senior High,N,Provincial Data,9599,N,N,N,Y,2021/02/28,T2M4P6,1141724,-114.08284033402592,51.07207021510708,"(51.07207021510708, -114.08284033402592)"
Colonel J. Fred Scott,The Calgary School Division,Public School,Colonel J. Fred Scott School,171 Whitehorn Road N.E.,Calgary,AB,Elementary,N,Provincial Data,9348,N,Y,N,N,2021/02/28,T1Y3C4,1382350,-113.96816444284232,51.08776690368872,"(51.08776690368872, -113.96816444284232)"
Start Outreach,The Calgary School Division,Public School,Start Outreach,4110 - 79 Street NW,Calgary,AB,Senior High,N,Provincial Data,1232,N,N,N,Y,2021/02/28,T3B5C2,1417013,-114.20190323510076,51.08942952683853,"(51.08942952683853, -114.20190323510076)"
University,The Calgary School Division,Public School,University School,3035 Utah Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9237,N,Y,N,N,2021/02/28,T2N3Z9,1398634,-114.13327561326304,51.06980820007824,"(51.06980820007824, -114.13327561326304)"
Phoenix Education Foundation,Phoenix Education Foundation,Private School,Phoenix Education Foundation,320 19 Street S.E.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1264,N,Y,Y,Y,2021/02/28,T2E6J6,1005179,-114.00782569956368,51.0502641577022,"(51.0502641577022, -114.00782569956368)"
Banbury Crossroads,Banbury Crossroads School,Private School,Banbury Crossroads School,B1 #201 2451 Dieppe Avenue S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9935,N,Y,Y,Y,2021/02/28,T3E7K1,1379081,-114.1190387515867,51.01928658422201,"(51.01928658422201, -114.1190387515867)"
St. Gerard Bilingual,The Calgary Roman Catholic Separate School Division,Separate School,St. Gerard Bilingual School,1204 - 96 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,8517,N,Y,N,N,2021/02/28,T2V0Y1,1382275,-114.08847911062506,50.96887003157332,"(50.96887003157332, -114.08847911062506)"
Centennial High,The Calgary School Division,Public School,Centennial High School,"55 Sun Valley Boulevard, S.E.",Calgary,AB,Senior High,N,Provincial Data,1224,N,N,N,Y,2021/02/28,T2X3W7,1382256,-114.05335484657195,50.90610968295476,"(50.90610968295476, -114.05335484657195)"
St. Mary's High,The Calgary Roman Catholic Separate School Division,Separate School,St. Mary's High School,111 - 18 Avenue S.W.,Calgary,AB,Senior High,N,Provincial Data,8904,N,N,N,Y,2021/02/28,T2S0B8,1382530,-114.06401757166121,51.03661432292529,"(51.03661432292529, -114.06401757166121)"
Midnapore,The Calgary School Division,Public School,Midnapore School,55 Midpark Rise S.E.,Calgary,AB,Elementary,N,Provincial Data,9363,N,Y,N,N,2021/02/28,T2X1L7,1382577,-114.05517470231423,50.91504020740219,"(50.91504020740219, -114.05517470231423)"
Maple Ridge,The Calgary School Division,Public School,Maple Ridge School,10203 Maplemont Road S.E.,Calgary,AB,Elementary,N,Provincial Data,9321,N,Y,N,N,2021/02/28,T2J1W3,1382591,-114.04195879903295,50.96189052183626,"(50.96189052183626, -114.04195879903295)"
